#    L    TT             TE             EE             BB             PP
  1536    0.57651E+03    0.59741E+01    0.16084E+02    0.83902E-01    0.34231E-08
  1537    0.57348E+03    0.59896E+01    0.16187E+02    0.83813E-01    0.34192E-08
  1538    0.57046E+03    0.59963E+01    0.16289E+02    0.83724E-01    0.34154E-08
  1539    0.56742E+03    0.59935E+01    0.16390E+02    0.83635E-01    0.34115E-08
  1540    0.56442E+03    0.59820E+01    0.16492E+02    0.83545E-01    0.34077E-08
  1541    0.56143E+03    0.59603E+01    0.16594E+02    0.83456E-01    0.34038E-08
  1542    0.55845E+03    0.59304E+01    0.16695E+02    0.83366E-01    0.34000E-08
  1543    0.55547E+03    0.58903E+01    0.16795E+02    0.83277E-01    0.33961E-08
  1544    0.55252E+03    0.58421E+01    0.16895E+02    0.83187E-01    0.33923E-08
  1545    0.54958E+03    0.57851E+01    0.16995E+02    0.83097E-01    0.33885E-08
  1546    0.54665E+03    0.57185E+01    0.17093E+02    0.83007E-01    0.33846E-08
  1547    0.54373E+03    0.56437E+01    0.17192E+02    0.82916E-01    0.33808E-08
  1548    0.54085E+03    0.55601E+01    0.17290E+02    0.82826E-01    0.33770E-08
  1549    0.53797E+03    0.54683E+01    0.17387E+02    0.82736E-01    0.33732E-08
  1550    0.53512E+03    0.53675E+01    0.17483E+02    0.82646E-01    0.33694E-08
  1551    0.53227E+03    0.52578E+01    0.17578E+02    0.82555E-01    0.33656E-08
  1552    0.52946E+03    0.51406E+01    0.17673E+02    0.82465E-01    0.33619E-08
  1553    0.52665E+03    0.50159E+01    0.17767E+02    0.82375E-01    0.33581E-08
  1554    0.52388E+03    0.48821E+01    0.17861E+02    0.82284E-01    0.33543E-08
  1555    0.52111E+03    0.47408E+01    0.17953E+02    0.82194E-01    0.33505E-08
  1556    0.51837E+03    0.45912E+01    0.18043E+02    0.82104E-01    0.33468E-08
  1557    0.51565E+03    0.44340E+01    0.18133E+02    0.82013E-01    0.33430E-08
  1558    0.51296E+03    0.42699E+01    0.18223E+02    0.81923E-01    0.33393E-08
  1559    0.51030E+03    0.40975E+01    0.18310E+02    0.81833E-01    0.33355E-08
  1560    0.50765E+03    0.39173E+01    0.18397E+02    0.81743E-01    0.33318E-08
  1561    0.50501E+03    0.37303E+01    0.18482E+02    0.81653E-01    0.33281E-08
  1562    0.50239E+03    0.35355E+01    0.18567E+02    0.81563E-01    0.33244E-08
  1563    0.49980E+03    0.33344E+01    0.18649E+02    0.81473E-01    0.33206E-08
  1564    0.49724E+03    0.31263E+01    0.18732E+02    0.81383E-01    0.33169E-08
  1565    0.49472E+03    0.29111E+01    0.18811E+02    0.81293E-01    0.33132E-08
  1566    0.49221E+03    0.26903E+01    0.18891E+02    0.81204E-01    0.33095E-08
  1567    0.48972E+03    0.24617E+01    0.18967E+02    0.81114E-01    0.33058E-08
  1568    0.48725E+03    0.22272E+01    0.19044E+02    0.81025E-01    0.33022E-08
  1569    0.48483E+03    0.19865E+01    0.19118E+02    0.80936E-01    0.32985E-08
  1570    0.48243E+03    0.17397E+01    0.19192E+02    0.80847E-01    0.32948E-08
  1571    0.48006E+03    0.14876E+01    0.19266E+02    0.80759E-01    0.32911E-08
  1572    0.47770E+03    0.12289E+01    0.19335E+02    0.80670E-01    0.32875E-08
  1573    0.47538E+03    0.96465E+00    0.19405E+02    0.80582E-01    0.32838E-08
  1574    0.47310E+03    0.69485E+00    0.19471E+02    0.80494E-01    0.32802E-08
  1575    0.47083E+03    0.41974E+00    0.19538E+02    0.80406E-01    0.32765E-08
  1576    0.46860E+03    0.13934E+00    0.19600E+02    0.80318E-01    0.32729E-08
  1577    0.46639E+03   -0.14615E+00    0.19662E+02    0.80231E-01    0.32692E-08
  1578    0.46421E+03   -0.43648E+00    0.19722E+02    0.80143E-01    0.32656E-08
  1579    0.46208E+03   -0.73162E+00    0.19780E+02    0.80056E-01    0.32620E-08
  1580    0.45995E+03   -0.10314E+01    0.19838E+02    0.79970E-01    0.32584E-08
  1581    0.45786E+03   -0.13356E+01    0.19893E+02    0.79883E-01    0.32548E-08
  1582    0.45581E+03   -0.16441E+01    0.19946E+02    0.79797E-01    0.32511E-08
  1583    0.45377E+03   -0.19568E+01    0.19996E+02    0.79711E-01    0.32475E-08
  1584    0.45178E+03   -0.22735E+01    0.20046E+02    0.79626E-01    0.32440E-08
  1585    0.44981E+03   -0.25941E+01    0.20094E+02    0.79540E-01    0.32404E-08
  1586    0.44788E+03   -0.29183E+01    0.20139E+02    0.79455E-01    0.32368E-08
  1587    0.44597E+03   -0.32463E+01    0.20183E+02    0.79371E-01    0.32332E-08
  1588    0.44411E+03   -0.35776E+01    0.20225E+02    0.79286E-01    0.32296E-08
  1589    0.44226E+03   -0.39122E+01    0.20264E+02    0.79202E-01    0.32261E-08
  1590    0.44045E+03   -0.42498E+01    0.20302E+02    0.79119E-01    0.32225E-08
  1591    0.43867E+03   -0.45904E+01    0.20338E+02    0.79036E-01    0.32190E-08
  1592    0.43692E+03   -0.49336E+01    0.20372E+02    0.78953E-01    0.32154E-08
  1593    0.43521E+03   -0.52796E+01    0.20403E+02    0.78870E-01    0.32119E-08
  1594    0.43352E+03   -0.56280E+01    0.20433E+02    0.78788E-01    0.32083E-08
  1595    0.43187E+03   -0.59785E+01    0.20462E+02    0.78706E-01    0.32048E-08
  1596    0.43026E+03   -0.63312E+01    0.20487E+02    0.78624E-01    0.32013E-08
  1597    0.42867E+03   -0.66858E+01    0.20510E+02    0.78543E-01    0.31977E-08
  1598    0.42711E+03   -0.70421E+01    0.20531E+02    0.78463E-01    0.31942E-08
  1599    0.42559E+03   -0.74001E+01    0.20551E+02    0.78382E-01    0.31907E-08
  1600    0.42410E+03   -0.77596E+01    0.20569E+02    0.78303E-01    0.31872E-08
  1601    0.42264E+03   -0.81203E+01    0.20584E+02    0.78223E-01    0.31837E-08
  1602    0.42120E+03   -0.84820E+01    0.20596E+02    0.78144E-01    0.31802E-08
  1603    0.41981E+03   -0.88450E+01    0.20607E+02    0.78065E-01    0.31767E-08
  1604    0.41844E+03   -0.92092E+01    0.20615E+02    0.77987E-01    0.31733E-08
  1605    0.41711E+03   -0.95733E+01    0.20622E+02    0.77909E-01    0.31698E-08
  1606    0.41581E+03   -0.99387E+01    0.20627E+02    0.77832E-01    0.31663E-08
  1607    0.41454E+03   -0.10305E+02    0.20629E+02    0.77755E-01    0.31628E-08
  1608    0.41330E+03   -0.10670E+02    0.20630E+02    0.77678E-01    0.31594E-08
  1609    0.41210E+03   -0.11036E+02    0.20628E+02    0.77602E-01    0.31559E-08
  1610    0.41093E+03   -0.11402E+02    0.20623E+02    0.77527E-01    0.31525E-08
  1611    0.40978E+03   -0.11767E+02    0.20617E+02    0.77452E-01    0.31490E-08
  1612    0.40867E+03   -0.12132E+02    0.20608E+02    0.77377E-01    0.31456E-08
  1613    0.40758E+03   -0.12497E+02    0.20598E+02    0.77303E-01    0.31422E-08
  1614    0.40653E+03   -0.12861E+02    0.20586E+02    0.77229E-01    0.31387E-08
  1615    0.40551E+03   -0.13224E+02    0.20571E+02    0.77156E-01    0.31353E-08
  1616    0.40451E+03   -0.13586E+02    0.20554E+02    0.77083E-01    0.31319E-08
  1617    0.40355E+03   -0.13946E+02    0.20536E+02    0.77010E-01    0.31285E-08
  1618    0.40262E+03   -0.14306E+02    0.20515E+02    0.76938E-01    0.31251E-08
  1619    0.40170E+03   -0.14664E+02    0.20492E+02    0.76867E-01    0.31217E-08
  1620    0.40084E+03   -0.15020E+02    0.20467E+02    0.76796E-01    0.31183E-08
  1621    0.39999E+03   -0.15375E+02    0.20439E+02    0.76725E-01    0.31149E-08
  1622    0.39918E+03   -0.15728E+02    0.20410E+02    0.76655E-01    0.31115E-08
  1623    0.39839E+03   -0.16080E+02    0.20379E+02    0.76586E-01    0.31081E-08
  1624    0.39763E+03   -0.16428E+02    0.20346E+02    0.76516E-01    0.31048E-08
  1625    0.39690E+03   -0.16775E+02    0.20310E+02    0.76448E-01    0.31014E-08
  1626    0.39620E+03   -0.17119E+02    0.20274E+02    0.76380E-01    0.30980E-08
  1627    0.39552E+03   -0.17461E+02    0.20234E+02    0.76312E-01    0.30947E-08
  1628    0.39486E+03   -0.17800E+02    0.20193E+02    0.76245E-01    0.30913E-08
  1629    0.39424E+03   -0.18136E+02    0.20150E+02    0.76178E-01    0.30880E-08
  1630    0.39365E+03   -0.18470E+02    0.20105E+02    0.76111E-01    0.30846E-08
  1631    0.39306E+03   -0.18800E+02    0.20058E+02    0.76046E-01    0.30813E-08
  1632    0.39252E+03   -0.19127E+02    0.20009E+02    0.75980E-01    0.30779E-08
  1633    0.39200E+03   -0.19451E+02    0.19959E+02    0.75915E-01    0.30746E-08
  1634    0.39153E+03   -0.19771E+02    0.19906E+02    0.75851E-01    0.30713E-08
  1635    0.39105E+03   -0.20088E+02    0.19852E+02    0.75787E-01    0.30680E-08
  1636    0.39061E+03   -0.20401E+02    0.19795E+02    0.75723E-01    0.30647E-08
  1637    0.39019E+03   -0.20711E+02    0.19737E+02    0.75660E-01    0.30614E-08
  1638    0.38979E+03   -0.21016E+02    0.19678E+02    0.75598E-01    0.30581E-08
  1639    0.38943E+03   -0.21318E+02    0.19616E+02    0.75535E-01    0.30548E-08
  1640    0.38908E+03   -0.21616E+02    0.19552E+02    0.75474E-01    0.30515E-08
  1641    0.38875E+03   -0.21909E+02    0.19487E+02    0.75412E-01    0.30482E-08
  1642    0.38845E+03   -0.22198E+02    0.19420E+02    0.75351E-01    0.30449E-08
  1643    0.38817E+03   -0.22483E+02    0.19353E+02    0.75291E-01    0.30416E-08
  1644    0.38790E+03   -0.22764E+02    0.19282E+02    0.75231E-01    0.30384E-08
  1645    0.38766E+03   -0.23040E+02    0.19210E+02    0.75172E-01    0.30351E-08
  1646    0.38743E+03   -0.23312E+02    0.19137E+02    0.75112E-01    0.30318E-08
  1647    0.38724E+03   -0.23577E+02    0.19063E+02    0.75054E-01    0.30286E-08
  1648    0.38706E+03   -0.23839E+02    0.18986E+02    0.74996E-01    0.30253E-08
  1649    0.38690E+03   -0.24096E+02    0.18909E+02    0.74938E-01    0.30221E-08
  1650    0.38675E+03   -0.24348E+02    0.18829E+02    0.74880E-01    0.30189E-08
  1651    0.38663E+03   -0.24595E+02    0.18749E+02    0.74823E-01    0.30156E-08
  1652    0.38653E+03   -0.24836E+02    0.18665E+02    0.74767E-01    0.30124E-08
  1653    0.38644E+03   -0.25071E+02    0.18582E+02    0.74710E-01    0.30092E-08
  1654    0.38637E+03   -0.25304E+02    0.18498E+02    0.74655E-01    0.30059E-08
  1655    0.38632E+03   -0.25528E+02    0.18412E+02    0.74599E-01    0.30027E-08
  1656    0.38629E+03   -0.25748E+02    0.18324E+02    0.74544E-01    0.29995E-08
  1657    0.38625E+03   -0.25962E+02    0.18236E+02    0.74490E-01    0.29963E-08
  1658    0.38625E+03   -0.26172E+02    0.18145E+02    0.74435E-01    0.29931E-08
  1659    0.38627E+03   -0.26375E+02    0.18053E+02    0.74381E-01    0.29899E-08
  1660    0.38628E+03   -0.26572E+02    0.17961E+02    0.74328E-01    0.29867E-08
  1661    0.38632E+03   -0.26765E+02    0.17868E+02    0.74275E-01    0.29835E-08
  1662    0.38637E+03   -0.26952E+02    0.17774E+02    0.74222E-01    0.29804E-08
  1663    0.38643E+03   -0.27132E+02    0.17678E+02    0.74169E-01    0.29772E-08
  1664    0.38650E+03   -0.27306E+02    0.17581E+02    0.74117E-01    0.29740E-08
  1665    0.38659E+03   -0.27475E+02    0.17484E+02    0.74066E-01    0.29709E-08
  1666    0.38669E+03   -0.27638E+02    0.17385E+02    0.74014E-01    0.29677E-08
  1667    0.38680E+03   -0.27795E+02    0.17286E+02    0.73963E-01    0.29645E-08
  1668    0.38692E+03   -0.27946E+02    0.17185E+02    0.73912E-01    0.29614E-08
  1669    0.38705E+03   -0.28091E+02    0.17085E+02    0.73862E-01    0.29582E-08
  1670    0.38719E+03   -0.28229E+02    0.16983E+02    0.73812E-01    0.29551E-08
  1671    0.38735E+03   -0.28362E+02    0.16880E+02    0.73762E-01    0.29520E-08
  1672    0.38751E+03   -0.28489E+02    0.16776E+02    0.73712E-01    0.29488E-08
  1673    0.38767E+03   -0.28609E+02    0.16671E+02    0.73663E-01    0.29457E-08
  1674    0.38785E+03   -0.28724E+02    0.16567E+02    0.73614E-01    0.29426E-08
  1675    0.38802E+03   -0.28832E+02    0.16462E+02    0.73565E-01    0.29395E-08
  1676    0.38821E+03   -0.28934E+02    0.16354E+02    0.73517E-01    0.29364E-08
  1677    0.38841E+03   -0.29030E+02    0.16248E+02    0.73468E-01    0.29332E-08
  1678    0.38860E+03   -0.29119E+02    0.16140E+02    0.73420E-01    0.29301E-08
  1679    0.38880E+03   -0.29203E+02    0.16033E+02    0.73373E-01    0.29270E-08
  1680    0.38901E+03   -0.29279E+02    0.15924E+02    0.73325E-01    0.29239E-08
  1681    0.38923E+03   -0.29350E+02    0.15815E+02    0.73278E-01    0.29209E-08
  1682    0.38944E+03   -0.29416E+02    0.15706E+02    0.73231E-01    0.29178E-08
  1683    0.38966E+03   -0.29474E+02    0.15597E+02    0.73184E-01    0.29147E-08
  1684    0.38989E+03   -0.29527E+02    0.15487E+02    0.73138E-01    0.29116E-08
  1685    0.39012E+03   -0.29574E+02    0.15377E+02    0.73091E-01    0.29086E-08
  1686    0.39035E+03   -0.29613E+02    0.15267E+02    0.73045E-01    0.29055E-08
  1687    0.39058E+03   -0.29647E+02    0.15156E+02    0.72999E-01    0.29024E-08
  1688    0.39081E+03   -0.29675E+02    0.15045E+02    0.72954E-01    0.28994E-08
  1689    0.39104E+03   -0.29696E+02    0.14935E+02    0.72908E-01    0.28963E-08
  1690    0.39127E+03   -0.29711E+02    0.14824E+02    0.72862E-01    0.28933E-08
  1691    0.39150E+03   -0.29721E+02    0.14714E+02    0.72817E-01    0.28902E-08
  1692    0.39174E+03   -0.29724E+02    0.14602E+02    0.72772E-01    0.28872E-08
  1693    0.39197E+03   -0.29721E+02    0.14491E+02    0.72727E-01    0.28842E-08
  1694    0.39219E+03   -0.29713E+02    0.14381E+02    0.72682E-01    0.28811E-08
  1695    0.39242E+03   -0.29698E+02    0.14269E+02    0.72637E-01    0.28781E-08
  1696    0.39265E+03   -0.29678E+02    0.14159E+02    0.72593E-01    0.28751E-08
  1697    0.39286E+03   -0.29651E+02    0.14048E+02    0.72548E-01    0.28721E-08
  1698    0.39308E+03   -0.29620E+02    0.13938E+02    0.72504E-01    0.28691E-08
  1699    0.39330E+03   -0.29581E+02    0.13828E+02    0.72460E-01    0.28661E-08
  1700    0.39351E+03   -0.29537E+02    0.13717E+02    0.72415E-01    0.28631E-08
  1701    0.39371E+03   -0.29487E+02    0.13608E+02    0.72371E-01    0.28601E-08
  1702    0.39392E+03   -0.29432E+02    0.13498E+02    0.72327E-01    0.28571E-08
  1703    0.39411E+03   -0.29372E+02    0.13390E+02    0.72283E-01    0.28541E-08
  1704    0.39430E+03   -0.29305E+02    0.13280E+02    0.72239E-01    0.28511E-08
  1705    0.39449E+03   -0.29233E+02    0.13173E+02    0.72195E-01    0.28481E-08
  1706    0.39467E+03   -0.29156E+02    0.13063E+02    0.72151E-01    0.28452E-08
  1707    0.39485E+03   -0.29074E+02    0.12955E+02    0.72108E-01    0.28422E-08
  1708    0.39501E+03   -0.28986E+02    0.12849E+02    0.72064E-01    0.28392E-08
  1709    0.39517E+03   -0.28893E+02    0.12743E+02    0.72020E-01    0.28363E-08
  1710    0.39533E+03   -0.28794E+02    0.12638E+02    0.71976E-01    0.28333E-08
  1711    0.39547E+03   -0.28690E+02    0.12534E+02    0.71932E-01    0.28304E-08
  1712    0.39561E+03   -0.28581E+02    0.12428E+02    0.71888E-01    0.28274E-08
  1713    0.39573E+03   -0.28468E+02    0.12325E+02    0.71845E-01    0.28245E-08
  1714    0.39585E+03   -0.28349E+02    0.12222E+02    0.71801E-01    0.28215E-08
  1715    0.39595E+03   -0.28226E+02    0.12119E+02    0.71757E-01    0.28186E-08
  1716    0.39606E+03   -0.28098E+02    0.12018E+02    0.71713E-01    0.28157E-08
  1717    0.39615E+03   -0.27965E+02    0.11917E+02    0.71669E-01    0.28127E-08
  1718    0.39622E+03   -0.27828E+02    0.11817E+02    0.71625E-01    0.28098E-08
  1719    0.39629E+03   -0.27685E+02    0.11717E+02    0.71581E-01    0.28069E-08
  1720    0.39635E+03   -0.27539E+02    0.11619E+02    0.71536E-01    0.28040E-08
  1721    0.39640E+03   -0.27388E+02    0.11522E+02    0.71492E-01    0.28011E-08
  1722    0.39645E+03   -0.27234E+02    0.11425E+02    0.71448E-01    0.27982E-08
  1723    0.39648E+03   -0.27075E+02    0.11329E+02    0.71403E-01    0.27953E-08
  1724    0.39649E+03   -0.26912E+02    0.11235E+02    0.71359E-01    0.27924E-08
  1725    0.39649E+03   -0.26744E+02    0.11141E+02    0.71314E-01    0.27895E-08
  1726    0.39648E+03   -0.26574E+02    0.11048E+02    0.71269E-01    0.27866E-08
  1727    0.39646E+03   -0.26399E+02    0.10956E+02    0.71224E-01    0.27837E-08
  1728    0.39642E+03   -0.26220E+02    0.10867E+02    0.71179E-01    0.27809E-08
  1729    0.39639E+03   -0.26038E+02    0.10777E+02    0.71134E-01    0.27780E-08
  1730    0.39632E+03   -0.25851E+02    0.10689E+02    0.71089E-01    0.27751E-08
  1731    0.39625E+03   -0.25663E+02    0.10601E+02    0.71044E-01    0.27723E-08
  1732    0.39616E+03   -0.25470E+02    0.10515E+02    0.70998E-01    0.27694E-08
  1733    0.39606E+03   -0.25274E+02    0.10430E+02    0.70952E-01    0.27666E-08
  1734    0.39595E+03   -0.25075E+02    0.10346E+02    0.70906E-01    0.27637E-08
  1735    0.39581E+03   -0.24872E+02    0.10263E+02    0.70860E-01    0.27609E-08
  1736    0.39567E+03   -0.24667E+02    0.10181E+02    0.70814E-01    0.27580E-08
  1737    0.39552E+03   -0.24459E+02    0.10102E+02    0.70768E-01    0.27552E-08
  1738    0.39535E+03   -0.24248E+02    0.10022E+02    0.70721E-01    0.27523E-08
  1739    0.39517E+03   -0.24035E+02    0.99451E+01    0.70674E-01    0.27495E-08
  1740    0.39497E+03   -0.23819E+02    0.98687E+01    0.70627E-01    0.27467E-08
  1741    0.39477E+03   -0.23599E+02    0.97934E+01    0.70580E-01    0.27439E-08
  1742    0.39454E+03   -0.23379E+02    0.97199E+01    0.70533E-01    0.27411E-08
  1743    0.39430E+03   -0.23155E+02    0.96474E+01    0.70485E-01    0.27382E-08
  1744    0.39404E+03   -0.22930E+02    0.95767E+01    0.70438E-01    0.27354E-08
  1745    0.39377E+03   -0.22703E+02    0.95062E+01    0.70390E-01    0.27326E-08
  1746    0.39348E+03   -0.22473E+02    0.94383E+01    0.70341E-01    0.27298E-08
  1747    0.39318E+03   -0.22242E+02    0.93721E+01    0.70293E-01    0.27270E-08
  1748    0.39286E+03   -0.22009E+02    0.93077E+01    0.70244E-01    0.27242E-08
  1749    0.39253E+03   -0.21773E+02    0.92436E+01    0.70195E-01    0.27215E-08
  1750    0.39217E+03   -0.21537E+02    0.91812E+01    0.70146E-01    0.27187E-08
  1751    0.39180E+03   -0.21300E+02    0.91198E+01    0.70097E-01    0.27159E-08
  1752    0.39143E+03   -0.21060E+02    0.90594E+01    0.70047E-01    0.27131E-08
  1753    0.39103E+03   -0.20820E+02    0.89999E+01    0.69997E-01    0.27103E-08
  1754    0.39062E+03   -0.20578E+02    0.89430E+01    0.69947E-01    0.27076E-08
  1755    0.39020E+03   -0.20336E+02    0.88883E+01    0.69897E-01    0.27048E-08
  1756    0.38977E+03   -0.20092E+02    0.88341E+01    0.69846E-01    0.27021E-08
  1757    0.38931E+03   -0.19848E+02    0.87814E+01    0.69795E-01    0.26993E-08
  1758    0.38883E+03   -0.19603E+02    0.87301E+01    0.69744E-01    0.26966E-08
  1759    0.38835E+03   -0.19358E+02    0.86804E+01    0.69693E-01    0.26938E-08
  1760    0.38784E+03   -0.19111E+02    0.86323E+01    0.69641E-01    0.26911E-08
  1761    0.38732E+03   -0.18865E+02    0.85857E+01    0.69589E-01    0.26883E-08
  1762    0.38678E+03   -0.18618E+02    0.85405E+01    0.69537E-01    0.26856E-08
  1763    0.38624E+03   -0.18370E+02    0.84971E+01    0.69484E-01    0.26829E-08
  1764    0.38568E+03   -0.18123E+02    0.84552E+01    0.69431E-01    0.26801E-08
  1765    0.38510E+03   -0.17875E+02    0.84146E+01    0.69378E-01    0.26774E-08
  1766    0.38450E+03   -0.17629E+02    0.83755E+01    0.69325E-01    0.26747E-08
  1767    0.38389E+03   -0.17381E+02    0.83379E+01    0.69271E-01    0.26720E-08
  1768    0.38327E+03   -0.17134E+02    0.83019E+01    0.69217E-01    0.26693E-08
  1769    0.38263E+03   -0.16888E+02    0.82674E+01    0.69163E-01    0.26666E-08
  1770    0.38197E+03   -0.16641E+02    0.82342E+01    0.69109E-01    0.26639E-08
  1771    0.38131E+03   -0.16396E+02    0.82027E+01    0.69054E-01    0.26612E-08
  1772    0.38063E+03   -0.16152E+02    0.81726E+01    0.68999E-01    0.26585E-08
  1773    0.37992E+03   -0.15907E+02    0.81439E+01    0.68943E-01    0.26558E-08
